videoId,chunkIndex,content,startMs,endMs
a89e3671-971b-44e4-a3be-c0aa64630c40,38,"If we run this code, we'll see a pretty wide range of outcomes from ones where we actually lose a little money to ones where we make more than 10 times what we started with. Let's say that we want to understand that overall performance. We can compute some basic statistics on the final balances to help with this. We can use the statistics module that's part of the Python Standard Library.",1121570,1145270
ef4b25b9-6d3b-4039-963a-e1f562b3cece,25,"Well, Monte Carlos simulations are based on the idea of simulating lots of random events, but doing it enough times that the overall outcome will be more understandable. A Monte Carlo approach is used in all sorts of simulations from fluid physics to finance, especially situations in which there's a lot of uncertainty to include.",759230,778820
ef4b25b9-6d3b-4039-963a-e1f562b3cece,50,"You want to know if you'll be able to live off of that money during retirement. Now, there's a lot of uncertainty, how much will the account earn? How much will you have to withdraw each year to keep your standard of living, accounting for inflation. And though it might not be the most pleasant thing to think about, how many years does it need to last? Let's walk through a simple program to simulate all of these things. The program is similar in a lot of ways to the program we saw earlier.",1451760,1478730
02ad6b79-b765-4293-bb0a-e8771da641a8,5,"As soon as you reach digits that are different, you can stop. Like the scores here we moved from the tents, which are the same. To 100s where the difference is clear. Once upon a time, there were 3 bears, Papa Bear, who was very big, Mama Bear, who was medium sized, and Baby Bear, who was very small indeed. Uh, being bears, they didn't know much about mathematics. All they knew was that the longer the number, the bigger it was.",218460,255850
a89e3671-971b-44e4-a3be-c0aa64630c40,4,"In this case, I'm using the x values from 0 to 5, and then for the y values I'm using the square of the x values. Also notice that we're now passing a parameter to the access command. The parameter is a list of 4 numbers giving the minimum and maximum extents for the x axis and the minimum and maximum for the y axis. In this case, we say that the x axis will go from 0 to 5 and the y axis will go from 0 to 25. Now running this code gives the plot just like we'd expect.",140450,174760
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,8,"Now it is entirely possible that you have already installed Node and you might have already done it earlier inside this course. You don't have to do this install if you already have Node installed. If you're not sure if you do, you can change over to your terminal very quickly. And run node.",191740,207690
fe839af5-745c-427f-a787-8540d731cb03,0,"Now that our timer is working pretty well, we need to apply a little bit of styling just to make sure that everything shows up inside the actual timer. The first thing I want to do is replace the start and pause buttons with the icons for like pause and or start and pause right there. So to show those icons, we're going to use a free icon library called Font Awesome. I'm going to open up a new browser tab and navigate to fontawesome.com.",1540,26130
02ad6b79-b765-4293-bb0a-e8771da641a8,11,"I never knew it was all so easy. Oh, good. Hi, Kate. Here, Jack. This is gonna be a terrific dinner. Hey, what's this? There isn't enough meat here. What do you mean? It's more than I was supposed to buy. Look at that. I don't get it. This is 0.33 kg. Yeah, it was a great deal. We've got enough money for me to go back and get a terrific dessert. Can I say something? Why do we put this perfect dessert in the lasagna? This isn't enough, but it's more than I was supposed to buy in the first place.",432329,463170
c1947c90-3404-4dec-b750-6f71312c4cec,12,"So a chart like this helps you understand that not every feature is going to be available in every browser, and that all boils down to the nature of JavaScript. It is not one language necessarily, a bunch of implementations of the same specification, ugh. What a way to lead the course off.",333559,352019
ef4b25b9-6d3b-4039-963a-e1f562b3cece,44,"Now if we run the code, we'll see a plot showing both stock performance and bond performance. We can see in the histogram that the bonds have a much narrower range of outcomes than the stocks. And if we look at the statistics that we printed out, we'll see that indeed our stock funds have a higher average final balance but also have a significantly higher standard deviation. Now, often people will not have all their money in one kind of account, like all in stocks or all in bonds.",1280110,1309210
ef4b25b9-6d3b-4039-963a-e1f562b3cece,7,"We can set squares for the label, note that we want a marker that's a plus sign, and that the marker should be in blue, and make the color of the graph itself red. For each of these, we list the parameter and the value that we want it to take. And there's a new command, legend, that we have to import from PyPlot. To display the name of the plot, we import the legend command from mappplotlib.piplot.",232830,257950
ef4b25b9-6d3b-4039-963a-e1f562b3cece,31,"Let's say our rate of return will be between 0% and 6%. Well, we can run this code and see what the results would be. Every time we run the code, we get a different result. Now over the 10 years, it tends to come out pretty similar since the variations will tend to average out. But each time we run, we get a slightly different behavior. Now if we want to get an even better sense of what the overall performance is likely to be, we can run this code multiple times.",908560,940260
21050cf2-b0ab-402b-a195-e6eb14049634,0,"All right, so next up, let's discuss the tools you need for the course. It's pretty simple, at least for the first part of the course, until we get to node, but we'll cross that bridge when we get there. The two main tools that I highly recommend you install are Chrome as a web browser. You definitely can use Any web browser of your choice.",9,17690
ac116d4c-6436-4ffc-a979-3f09fa649bd5,0,"The following has been developed by state and provincial agencies in association with the Agency for Instructional Technology. Together. Serving education. Hey, we mow Mr. Freeman's lawn. Yeah, who's that guy? I don't know, but I'm gonna find out. Oh hi Shirley. Bobby, hey Mr. Freeman, what's he doing mowing your lawn? Well, he just did he do a bad job or something? Oh no, no, Bobby, it, it's not that. I mean, you guys have, uh, you've always done a good job.",2059,74080
94661b1f-026a-477e-a56b-5234dd5595bb,0,"Let's take a look at how you can install PIP. So, first of all, what is PIP? PIP is a package, uh, yeah, I guess it's considered a package, but PIP basically lets you install third-party packages using Python. So if you've ever used JavaScript, you might have used NPM. In PHP it's called Composer, I believe. Compose Composer. I think it's Composer, it's been a little while. And in Python, we call it PIP. And so how it works is we can say PI, install.",939,28979
801bdbd6-884f-4a63-9a7b-cf2ab9740fea,0,"Let's go ahead and make a simple API request. All right, in this lesson, we are going to need to use a package called requests. So, first of all, let's try this out. Let's type Python to get into our shell, P Y T H O N, if I can spell that, and then we can just type import requests. And if you don't see any errors, then you are good to go. We can proceed, we can use requests. Uh if you see an error, something like this, import requests to.",289,31690
fe839af5-745c-427f-a787-8540d731cb03,6,"Wait another couple seconds too far to load. Yep, that definitely looks good, so I'll click it. And click on the eye tag again. I'll go back over to my HTML document, find where we have pause inside the button, I'll delete it and replace it with the ITag as well. OK, so I'll save this a 2nd time. Refresh. OK, well, that looks pretty good.",177320,201530
c5b0f316-a73e-410c-90e4-462ad7174a20,6,"If I comment this out. Instead of returning curval or returning max, we can use the built-in math.max. So, math.max, you pass in two numbers like 3 and 5, and it will tell us the maximum number. 3 and 10 is 10. 9 and 1, we get 9, so we could use that and replace this whole line with return. Math.max of the current max and the current vowel that we're looking at. If we run it, max grade is still 99. And we could also write a min grade.",219229,257910
65e733e0-5f7f-432a-a94c-7c8d5bcda3c8,0,"Welcome back students. Welcome to module 3 of your course, going to Ghana. This first video, I want to give you an introduction. I want to show you the verb go, the little possible mistakes, and going to Ghana, how to avoid all mistakes with going and gonna. Just a quick introduction. Let's go. First part of the verb go is the word to. Now, 2, as a preposition, it's usually about movement to go, to, to arrive, to, to walk to things that are moving and in movement.",4780,45460
ef4b25b9-6d3b-4039-963a-e1f562b3cece,35,"Well, you can see that when we run this, we get a wide distribution of results from cases where we earned small amounts of interest to those where we earned a whole lot. Furthermore, it's a relatively simple task to make our model more realistic. Say that instead of a random percentage increase between 0 and 6, you instead wanted to pick a random percentage from a normal bell curve distribution, with an average of 3% and a standard deviation of 2%. How might you do this?",1024450,1054480
ef4b25b9-6d3b-4039-963a-e1f562b3cece,47,"Each year we'll do that rebalancing. One other change, rather than computing the two groups totally independently, we'll pick a year at random and we'll use the stock and bond data from that same year. Stock and bond performance can be related to each other, so we want to make sure that we use comparable data for each. So that means that we pick one of 35 years and we pick the stock and the bond data for that year. Again, running the code will show us a plot and the statistics we calculate.",1364380,1395910
94661b1f-026a-477e-a56b-5234dd5595bb,8,"Whereas requests may or may not come with your version of Python, if it doesn't, you have to do PI install requests, and then we can in our code, import requests.",263970,272700
a89e3671-971b-44e4-a3be-c0aa64630c40,62,"In science, where there are many studies on scales of time or space that are extremely large or small, simulations on large supercomputers have increasingly become as important as actual measurement and observation, which can sometimes be either impractical or flat out impossible. Predictions that we all rely on about hurricanes and other extreme weather events are based on large computer simulations.",1781730,1805660
c1947c90-3404-4dec-b750-6f71312c4cec,3,"They have a sort of a bleak website, and ECMA is an international group that is in charge of all sorts of different standards, not just for programming. They come up with standards for things like acoustics and electromagnetic compatibility and electromagnetic fields, information storage, uh, near field communications, and then there's this one right here, ECM script. So, ECMScript is a specification for a programming language. You can think of it as almost like a a reference.",80290,112260
ef4b25b9-6d3b-4039-963a-e1f562b3cece,27,Let's start with our previous example where we examined the growth in a certificate of deposit over a period of time. We can modify the code from that simulation to handle more general investments. We're going to start by changing the way we compute the change per year. We're going to follow the principle of abstraction to make a separate function that will calculate how the investment will increase or decrease in any particular year.,803360,829010
e4c82d42-c96a-41c9-aa61-2481e3538af0,2,"So I'm in charge of ordering the supplies for the school play, and all that paper I ripped up has the amount of paint we need for the stage scenery. I have to figure out how much we need of each color, but everyone gave me lists with fractions with different denominators, and I can't add them up. 1/5 liter of white, 3/10 of a liter. It's not going to work, is it? Well, I'll show you a little secret. Got a big piece of paper? Not really. Come over to my house and we'll solve this. 15th. 3/10.",90730,126620
e4c82d42-c96a-41c9-aa61-2481e3538af0,9,"After all, 1/10 is only another way to say 0.1, and 2/10 is just 0.2 in disguise and so forth, but the stuck up citizens of Fractionville thought that they were above this sort of thing. I'm sure we have nothing in common with the decimals with those vulgar little bumps. It's easy enough for the tents to turn themselves into decimals and go romping about, but you could never convert 1/5 or a half into a decimal, never.",359239,385839
a89e3671-971b-44e4-a3be-c0aa64630c40,5,"Here's a more compact version that makes the same plot. Notice that instead of manually making the lists, I made a list of x values using the range command. Then I built a list of y values by going through the x values and appending the square of that x value onto the list. Also, notice that we're just importing functions from PyPlot to make things simpler. Instead of having to write PyPlot in front of each, I can write plot, access, or show directly.",175690,204580
a89e3671-971b-44e4-a3be-c0aa64630c40,11,"We then figure out how much of that payment went to interest versus principal. Each of these is recorded in a list, as is the amount of the mortgage remaining. Now we can easily print out the data using our plot commands. We use a red line to show the remaining mortgage, a blue one for the total principal paid. And a green one for the total interest paid.",352510,373860
65e733e0-5f7f-432a-a94c-7c8d5bcda3c8,9,"But if you have going to in a place, it's not possible to use to take going to to Ghana. Alright? Quick introduction video, if you're not sure, you can ask questions in the question area or you can watch the video again. In the next video we're we're going to start using Ghana in sentences and start practicing and training. See you there.",395600,420270
02ad6b79-b765-4293-bb0a-e8771da641a8,6,"That seemed reasonable until one day the three bears discovered a new shopping mall called the Decimal where everything was measured in decimals. Papa Bear naturally pointed to the box of porridge which had the longest number, and Mamma Bear pointed to the box of porridge which had a medium length number, and Baby Bear pointed to the box of porridge which had the shortest number. But when they got home and opened the boxes, they were in for a big surprise.",256540,281799
fce685d4-7eed-42e2-93c7-a0e78d8efb37,1,"Lots of nesting, lots of functions that are nested functions that are being passed as callbacks. This is just not very fun to write, and it's especially annoying, uh, when it gets really long and super far nested and indented, and it's just hard to follow. So this is where promises come in. Promises allow us to write a synchronous code that is much easier to read and understand. It's usually shorter, but even if it's not actually shorter in terms of the number of characters, it's much flatter.",25860,54390
a89e3671-971b-44e4-a3be-c0aa64630c40,18,"It doesn't matter how great a programmer is, how sophisticated a simulation is, or how powerful a computer is. If the model or the initial conditions are wrong, the result is unreliable. So for a typical simulation we're given a model of behavior and some initial condition. Now we refer to the overall values that we're wanting to simulate as the state of the system. The initial conditions will be a starting state, S0, at a starting time, T0.",538310,569420
ef4b25b9-6d3b-4039-963a-e1f562b3cece,57,"In this case, we've got about a 2/3 chance of making it. Now if we do want to make it through retirement, we're likely to have a pretty good sized account left over, on average more than $3 million though keep in mind that inflation makes that not quite as big as it seems. But that 1 in 3 chance of not making it through retirement doesn't sound so great.",1659780,1680050
ef4b25b9-6d3b-4039-963a-e1f562b3cece,56,"We calculate the percentage of simulations where we had success, that is where the money lasted as long as needed. For the successful cases, we'll calculate the average ending balance and standard deviation and plot the results in a histogram. OK, so if we run this code, we can enter some data. For example, if we say we have $1 million in the account and average expenses of $75,000 and we want this to last for 25 years of retirement, we can see the results.",1626750,1658980
a89e3671-971b-44e4-a3be-c0aa64630c40,43,"We keep balanced stocks for stocks and balanced bonds for bonds, and we keep separate lists of final balances for each as well. We update each one using the appropriate change and balance function. At the end, we'll compute the mean and standard deviation for each of them separately, and we can show a histogram of these two options together in one plot. The way we do that is to make a list of the two lists and send that as a parameter.",1252340,1278270
ef4b25b9-6d3b-4039-963a-e1f562b3cece,52,"The program itself starts by asking the user to enter some key information. We'll ask how much money is in the account to begin with, what the annual expenses are, and how long the money needs to last. We'll then set up some initial variables. We'll be keeping account of how many times the money runs out. We'll assume we have a mixed account that's rebalanced, and we'll set some percentage that should be in stocks. In this case it's set to 50%.",1507760,1535910
a89e3671-971b-44e4-a3be-c0aa64630c40,27,Let's start with our previous example where we examined the growth in a certificate of deposit over a period of time. We can modify the code from that simulation to handle more general investments. We're going to start by changing the way we compute the change per year. We're going to follow the principle of abstraction to make a separate function that will calculate how the investment will increase or decrease in any particular year.,803360,829010
8683399c-1504-4457-8f21-f951a71f33e5,12,"So the name JavaScript object notation means that it is similar to JavaScript, but it's not something you can only use with JavaScript. You can interact with it with any other programming language. You just have to parse it. You have to turn it into valid JavaScript. And there's actually a formatter here. This, there's a bunch of them. Here's one I'm looking at, which will tell you if your code is valid JSON. So if I try and write some JSON that is not actually valid, like person.",388800,417150
ef4b25b9-6d3b-4039-963a-e1f562b3cece,12,"If we run this and we enter some basic data, say a mortgage of $100,000 a 5% interest rate, and a paycheck of $1000 we indeed see a plot showing how these values vary over time. There are many other options in the maplot lib module, not only for how to do line plots like these, but also for numerous other types of charts and graphs.",375330,400440
8683399c-1504-4457-8f21-f951a71f33e5,10,"And Actually, that's pretty much it. If we had more complex data, like if we had a function from JavaScript we're trying to turn into JSON, that becomes problematic, but there are ways around it. So to sum all of this up, JSON is a format for sending data. So is XML. XML used to be very common. Hence the term Ajax with an X. Nowadays, most people use JSON, and even though it's called JavaScript Object notation, it's named that because it's very similar to JavaScript.",334830,365330
fce685d4-7eed-42e2-93c7-a0e78d8efb37,14,"Take a look at we'll get you a dog. Promise now has status of resolved, so still not very useful at this point, but this is the most fundamental part of creating a promise we call new promise. We pass in a function, and this function has two parameters resolve and reject. You can name them other things, but this is standard, and when you call that first function, which should be called resolve, it resolves a promise, it fulfills it and the status is set to resolved.",375410,404030
c1947c90-3404-4dec-b750-6f71312c4cec,7,"So when something is added to JavaScript, what really happens is that it is added to this specification as a piece of text, usually a lot of text, explaining how the new feature should work. Then what happens is that browsers have to go and implement those changes. Now, as far as the naming here, this can be a little confusing to beginners. The way that updates, quote unquote, or new features used to work with ECMScript was not on an annual basis.",194210,221449
feb287e6-4f87-40bb-9af6-a3ee4d6479d0,1,"Hello, Ichbin Ben. Ich bin swanzig jare alt und ich comme ausschwannin. Tag Eins Esther Tin. Hello, Ich Pin Pin. Ich bin swanzig jare alt und ich comme ausschwannin. Tag Eins Esther Tin. Hello, Ich Pin Pin. Ich bin swanzig yarra alt und ich kme auschwannin. Tag Eins Esther Tin. Hello, Ich Bin Pin. Ich bin swanzig yarra alt und ich comme ausschwannin. Tag Eins Esther Tin. Hello, Ich Pin Pin. Ich bin swanzig jare alt und ich comme ausschwannin.",72910,136800
8683399c-1504-4457-8f21-f951a71f33e5,11,"That doesn't mean you can only use it with JavaScript. So these APIs we see will respond with JSON like the Star Wars API I just briefly showed you. It sends you JSON when you send a request to it. But you can write a Python application that communicates with that API, receives JSON, and turns it into valid Python. You could do, you know, any, you could do a Ruby application and do the same thing.",365510,388470
ef4b25b9-6d3b-4039-963a-e1f562b3cece,40,"The different types of accounts will tend to have different performance characteristics. Stocks will tend to fluctuate a lot in price, but they tend to do best on average. Bonds don't do as well as stocks on average, but the drops as well as the gains will tend to be smaller. Money in cash, like savings accounts, will tend to fluctuate the least, but it'll have the worst average performance.",1178180,1201730
94661b1f-026a-477e-a56b-5234dd5595bb,2,"Now, if you already have PIP installed, and you might already have PIP installed just because Python might come with it. If Python comes, if your version of Python comes with Pip, you can ignore the rest of this video. If you do not have PIP, let's go ahead and install PI now. So, to install PIP, what we're going to want to do is, uh, we want to, first of all, curl this down to our computer. So we want to download this file to our computer. And so we can do that with Curl.",59189,88589
fce685d4-7eed-42e2-93c7-a0e78d8efb37,3,"It will take a moment though because we need to talk about the basics of promises. When we work with promises, there's really two different things you need to understand.",86650,94440
fce685d4-7eed-42e2-93c7-a0e78d8efb37,16,"We'll do constant rand equals math.random. And then if rand is less than 0.5, we will, let's do resolve. Else we will reject. So now this promise every time I refresh the page should be one of these states either immediately resolved or immediately rejected, depending on that random number. So this time it was resolved. I tried again, resolved. OK, now it was rejected. So this is the first part. This is how we create a promise.",432770,467920
a89e3671-971b-44e4-a3be-c0aa64630c40,7,"We can set squares for the label, note that we want a marker that's a plus sign, and that the marker should be in blue, and make the color of the graph itself red. For each of these, we list the parameter and the value that we want it to take. And there's a new command, legend, that we have to import from PyPlot. To display the name of the plot, we import the legend command from mappplotlib.piplot.",232830,257950
fce685d4-7eed-42e2-93c7-a0e78d8efb37,10,"These two parameters we usually call resolve and reject, and these are actually functions. And at any point inside of this function here, this function that we pass into new promise. If we call resolve, the promise will be resolved. If we call reject, which is a function like this, the promise will be rejected. Now, what does that mean for a promise to be resolved or rejected? Well, why don't we just start with doing neither? We just have our promise here, new promise, that's it.",256210,284820
801bdbd6-884f-4a63-9a7b-cf2ab9740fea,7,"Basically, we just created an uptime program or an uptime monitoring program in like 7 lines of code with Python. And so to cancel, all I did there was control C. So I'm going to actually comment out this one, you can check out that source code if you like, and I'm going to uncomment the original one because that's all we really need to do. For this particular lesson, all we need to do is this, and this is a simple API request. In fact, actually this is hardly even an API request.",228429,258989
ac116d4c-6436-4ffc-a979-3f09fa649bd5,1,"It's just that, uh, He beat your prize by how much? 50 cents. He's cutting it for $1.50. We'll match that, Mr. Freeman. We want your business. We'll do it for $1.25. We need the money. We're saving it to buy a power mower. Well, you know, it's not just the price, kids. It was his whole approach like what? Well, it's just real professional like how? Well, he said, Mr. Freeman, I guess he'd heard about me from around the neighborhood. I'm Buddy Biggs, he said.",74379,104860
02ad6b79-b765-4293-bb0a-e8771da641a8,0,"The following has been developed by state and provincial agencies in association with. The Agency for Instructional Technology. Together, serving education. Come on Keep going. Run. Ba Good girl. Sports is one area in which the difference between winning and losing often depends on 100 of a second, so you can bet that everyone's interested in the relationship between those numbers to the right of the decimal point. Let's find out who got through the time trials for the relay team.",3099,66260
21050cf2-b0ab-402b-a195-e6eb14049634,4,"Um, I'm not gonna be doing anything all that specific to VS code. But if you're new and you're looking for an editor, this is the one I would go with. VS code stands for Visual Studio code. It's free, it's developed by Microsoft. Um, I can't say enough good things about it. Uh, I really can't.",91889,109970
a89e3671-971b-44e4-a3be-c0aa64630c40,41,"So if we have a different set of data, say, for bond yields, we can calculate how a bond investment would perform. So here I've pulled out a set of bond rates which I've again hardcoded into the program. I'll pull out a set of bond rates and see how we might do if we'd had an account that earned that rate each year instead of the stock market rate. In fact, we'll simulate both accounts first. We have a list of historical bond yields.",1203180,1229580
a89e3671-971b-44e4-a3be-c0aa64630c40,64,"Simulation was also where in the 1960s a programming language called Simula pioneered the use of objects and classes, pointing the way to a new approach to programming that we'll dive into beginning next time, a way to bundle together functions and data that's come to be called object-oriented design. I look forward to seeing you there.",1834910,1855580
ac116d4c-6436-4ffc-a979-3f09fa649bd5,4,"What if you think about square and meter together, yeah. Say this is a square. OK, well, it's a little longer. Just say it's a square, same length on all four sides, but it's not. Pretend. OK, so what? Now say it's 1 m long on all four sides, but it's not. But if it were, wouldn't this be a square meter? You mean like That must be what our square meter is, but so what? Look, say the top of my drafting table is Mr. Freeman's law. Mr.",190830,227679
a89e3671-971b-44e4-a3be-c0aa64630c40,45,"A more common approach will be to split the savings into two groups, such as half in a stock account and half in a bond account. We can easily modify our code to see what that would look like. Here, we've created a 3rd type of account, which we'll call the mixed account. We'll keep track of two balances in each iteration, the mixed balance for stocks and the mixed balance for bonds.",1309590,1332020
a89e3671-971b-44e4-a3be-c0aa64630c40,14,"Harvard's Mark 1 computer did simulations for the US Navy and the Manhattan Project during World War II. After the war, ENIAC, the first fully electronic computer, simulated ballistic trajectories for the US Army, starting in 1946. Now, when we talk about simulations, we normally mix two ideas that are very related but distinct. The first idea is a model. A model tells us what the laws, rules, or processes are that we're trying to compute.",428400,457990
a89e3671-971b-44e4-a3be-c0aa64630c40,24,"But for the rest of this lecture, I want to focus on a particular class of simulations called Monte Carlo simulations. Now, when I say Monte Carlo, you might think of the famous casino in Monaco. If you think of casinos and gambling, you should think about probabilities and how casinos make money. Although the result of any one roll of the dice or spin of the wheel might be random, they know that over time, there will be a certain percentage of the time that they win.",730840,757510
8683399c-1504-4457-8f21-f951a71f33e5,15,"You have to encounter a comma, another colon, or a closing object brace like this object brace here, which is closed down there. So all of this is to say, yes, it's similar to JavaScript, it is not JavaScript. OK, next we're going to get practice sending requests in a couple different ways. We'll get JSO back and we will turn it into JavaScript and do something with the information that's coming up next.",477190,501020
fce685d4-7eed-42e2-93c7-a0e78d8efb37,21,"And if we do neither, the promise will have a status of pending until it's either resolved or rejected. So that's creating a promise. Then we saw the dot then or the then method and the catch method. Whatever we pass into then will automatically run when a given promise is resolved, and whatever we pass into dot catch, the catch method will automatically run whenever a promise is rejected. So these are two methods on a promise. A promise is an object, so this creates a new promise for us.",601190,632110
ef4b25b9-6d3b-4039-963a-e1f562b3cece,46,"In this case, I'll assume a 50 to 50 split between stocks and bonds, so each of these will start with $500 keeping the total at $1000. Then each year we'll increase the mixed stock and the mixed bond account separately. After the new values are determined for each, we can look at the overall balance and see whether they're out of balance. We can calculate what 50% of the total was. This is the stock amount, and then the difference that we need to move from stocks to bonds or vice versa.",1332970,1363340
a4d233ff-cd7c-429f-b7ad-c81dcba0e068,11,"Once you install node, you should be able to go back over to your terminal, restart your terminal, so make sure you restart it. I'm not going to show restarting my terminal, but do make sure you restart yours, and then try to run node. And once again, you should see something like that appear. OK, so now that we've got Node up and running and we've discussed some of the very small differences, let's take a quick pause right here.",260650,281920
e12a7b28-734e-40ca-a864-a9fb59779b65,3,"So it is very expensive and I'm not going to buy it. So it's what happens if something else happens. This sentence, I would buy it if it wasn't expensive, is talking about now, but. If we want to make this idea about the past, the magic word is have. I would have bought it if it had not been so expensive. All right. So what's the magic word? Have this is the magic word we use in a sentence to make because we had the previous sentence here I would buy it. And then after I would have bought it.",125150,175650
0ba7fe5a-525f-4d35-8874-d6b32a365290,0,"In the last section, we talked a lot about passing functions as arguments to other functions with the expectation that the outer function will call your argument function, which we call a callback. And I said, I'm showing this to you because callbacks are central to JavaScript. In fact, tons of built-in methods expect you to pass a callback function.",50,19569
